representation,regime,seed,delta_azimuth,delta_elevation,sun_elevation,transform_kind,fit_model,overlap_fraction,n_kp_src,n_kp_dst,n_putative,n_inliers,inlier_ratio,fit_rmse,coverage_max_gap,coverage_occupancy,coverage_entropy,true_inlier_precision,transform_error_median,transform_error_p90,is_wrong,flag_n_inliers_le_8,detect_describe_s,match_s,ransac_s,pipeline_s
B1_sift,A_highlands_moderate,3003,45.0,0.0,45.0,affine,affine,1.0,1525,1525,8,3,0.375,6.563712636189231e-14,0.6082443659972209,0.046875,0.26416041678685936,0.0,352.8741321479224,781.7592806190572,True,True,0.14467639999929816,0.04369600000791252,0.11183559999335557,0.30020800000056624
A_orient_mod_pi,A_highlands_moderate,3003,45.0,0.0,45.0,affine,affine,1.0,1525,1525,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,0.7462555000092834,0.022500299965031445,3.9400067180395126e-05,0.7687952000414953
A_orient_2pi_control,A_highlands_moderate,3003,45.0,0.0,45.0,affine,affine,1.0,1525,1525,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,0.7383936999831349,0.02237510005943477,4.610000178217888e-05,0.7608149000443518
B_phase_congruency,A_highlands_moderate,3003,45.0,0.0,45.0,affine,affine,1.0,1569,1650,8,3,0.375,4.778454927311673e-13,0.6356407562506864,0.046875,0.26416041678685936,0.0,1458.006102963449,3261.6783855614494,True,True,1.6635745000094175,0.04952250001952052,0.10410689993295819,1.8172038999618962
C_rift2_mim,A_highlands_moderate,3003,45.0,0.0,45.0,affine,affine,1.0,1569,1650,6,3,0.5,1.1368683772161603e-13,0.5704403157761969,0.046875,0.26416041678685936,0.0,864.1351319961798,2163.4006498859744,True,True,0.27690879988949746,0.08731410000473261,0.08882429997902364,0.4530471998732537
B1_rootsift,B_highlands_challenging,3001,0.0,0.0,45.0,affine,affine,1.0,6435,6344,4070,4069,0.9997542997542997,0.26109419946952817,0.028108116074118363,1.0,0.992666293849358,1.0,0.046858754133993395,0.05515433461946168,False,False,0.26450589997693896,0.7963893000269309,0.14717789995484054,1.2080730999587104
B1_sift,B_highlands_challenging,3001,0.0,0.0,45.0,affine,affine,1.0,6435,6344,4009,4006,0.9992516837116487,0.2576712770339358,0.0250460729969679,1.0,0.9930964998359596,1.0,0.04520723150755904,0.053558055971408815,False,False,0.2507583999540657,0.8438485000515357,0.14766820007935166,1.242275100084953
A_orient_mod_pi,B_highlands_challenging,3001,0.0,0.0,45.0,affine,affine,1.0,6435,6344,2750,2750,1.0,0.2481279275863545,0.03278562060420358,1.0,0.9927954962096839,1.0,0.04581816570654813,0.0503445447783681,False,False,2.792738499934785,0.8085742000257596,0.13343399995937943,3.734746699919924
A_orient_2pi_control,B_highlands_challenging,3001,0.0,0.0,45.0,affine,affine,1.0,6435,6344,2988,2987,0.999665327978581,0.2648233890986214,0.03221176270013797,1.0,0.9929795290575167,1.0,0.045787734451340975,0.05301090577590296,False,False,2.7198018999770284,0.7630121000111103,0.1131628000875935,3.595976800075732
B_phase_congruency,B_highlands_challenging,3001,0.0,0.0,45.0,affine,affine,1.0,4913,4765,2295,2289,0.9973856209150327,0.8073595145590915,0.039365147025601496,1.0,0.9882753874693021,0.999563128003495,0.5560411578667714,1.2396598313025309,False,False,1.7079307999229059,0.42972520005423576,0.12522739998530596,2.2628833999624476
C_rift2_mim,B_highlands_challenging,3001,0.0,0.0,45.0,affine,affine,1.0,4913,4765,404,389,0.9628712871287128,0.4075704095933855,0.0770982882452472,0.96875,0.9615682108603345,1.0,0.04197505013678192,0.0935411017476831,False,False,0.6468852999387309,0.7773698000237346,0.11067429999820888,1.5349293999606743
B1_rootsift,B_highlands_challenging,3001,15.0,0.0,45.0,affine,affine,1.0,6435,6275,1520,1513,0.9953947368421052,0.5348018335293951,0.04844030009827676,1.0,0.983854077608771,1.0,0.034132617879397725,0.039815802821248344,False,False,0.2521004000445828,0.757352799992077,0.1211777999997139,1.1306310000363737
B1_sift,B_highlands_challenging,3001,15.0,0.0,45.0,affine,affine,1.0,6435,6275,1322,1305,0.9871406959152799,0.5245159206969593,0.05159274155249727,1.0,0.9830163751420397,1.0,0.03566965282011904,0.045829828572359343,False,False,0.25080059992615134,0.7426438999827951,0.10510570008773357,1.09855019999668
A_orient_mod_pi,B_highlands_challenging,3001,15.0,0.0,45.0,affine,affine,1.0,6435,6275,787,787,1.0,0.4348256385033645,0.0696097208574149,1.0,0.9664250145674669,1.0,0.03067301413015572,0.03598639846552354,False,False,2.67478400003165,0.7526807999238372,0.11576790001709014,3.5432326999725774
A_orient_2pi_control,B_highlands_challenging,3001,15.0,0.0,45.0,affine,affine,1.0,6435,6275,2283,2282,0.9995619798510732,0.5196909398795144,0.0339541791937638,1.0,0.9906968111791493,1.0,0.033968255152097226,0.04584697123847327,False,False,2.7833962000440806,0.7771493999753147,0.10812939994502813,3.6686749999644235
B_phase_congruency,B_highlands_challenging,3001,15.0,0.0,45.0,affine,affine,1.0,4913,4843,531,526,0.9905838041431262,0.6240809284054992,0.06639348324990606,1.0,0.9615733894572037,1.0,0.06623087394807625,0.12082184940908262,False,False,1.715127700008452,0.41594530001748353,0.107892100000754,2.2389651000266895
C_rift2_mim,B_highlands_challenging,3001,15.0,0.0,45.0,affine,affine,1.0,4913,4843,284,274,0.9647887323943662,0.6488579339367017,0.08656651113851388,0.953125,0.9515540373057804,1.0,0.06472417704419364,0.13321500424417693,False,False,0.6629450999898836,0.8068196999374777,0.10628559999167919,1.5760503999190405
B1_rootsift,B_highlands_challenging,3001,18.0,0.0,45.0,affine,affine,1.0,6435,6540,335,321,0.9582089552238806,0.5868951122105402,0.10232751408535679,0.9375,0.9519920284291977,1.0,0.0716913746420636,0.1603880881564863,False,False,0.25919360003899783,0.838194299954921,0.11276110005564988,1.2101490000495687
B1_sift,B_highlands_challenging,3001,18.0,0.0,45.0,affine,affine,1.0,6435,6540,275,250,0.9090909090909091,0.5597119943163356,0.10232751408535679,0.890625,0.9341617953424557,1.0,0.06173118132323302,0.14264748526501234,False,False,0.2540431999368593,0.8320757000474259,0.10418580006808043,1.1903047000523657
A_orient_mod_pi,B_highlands_challenging,3001,18.0,0.0,45.0,affine,affine,1.0,6435,6540,41,41,1.0,0.5498304579717769,0.20866672542680884,0.359375,0.7227045902781067,1.0,0.03392093581665994,0.07450145445762386,False,False,2.7487686999375,0.7611963000381365,0.09383719996549189,3.6038021999411285
A_orient_2pi_control,B_highlands_challenging,3001,18.0,0.0,45.0,affine,affine,1.0,6435,6540,603,603,1.0,0.5569762765502356,0.06079488296837892,1.0,0.9737132189428633,1.0,0.02921326993838408,0.051792914511376895,False,False,2.7825687000295147,0.8215227000182495,0.10862750001251698,3.712718900060281
B_phase_congruency,B_highlands_challenging,3001,18.0,0.0,45.0,affine,affine,1.0,4913,4853,121,111,0.9173553719008265,0.5709383574937922,0.16264058088419148,0.734375,0.8999205309730974,1.0,0.10779293787164046,0.18242214909849552,False,False,1.7876410000026226,0.44902479997836053,0.09674439998343587,2.333410199964419
C_rift2_mim,B_highlands_challenging,3001,18.0,0.0,45.0,affine,affine,1.0,4913,4853,39,24,0.6153846153846154,1.1280281204572857,0.2415636566559918,0.28125,0.6755848091329465,0.9583333333333334,0.35315794798687405,0.8154373524024104,False,False,0.6683138000080362,0.857192900031805,0.0959386999020353,1.6214453999418765
B1_rootsift,B_highlands_challenging,3001,21.0,0.0,45.0,affine,affine,1.0,6435,6658,811,799,0.9852034525277436,0.5176950277856295,0.07549838028293868,1.0,0.9857730205763724,1.0,0.02651420021058599,0.02931278471440618,False,False,0.2683178000152111,0.8222869000164792,0.11273019993677735,1.2033348999684677
B1_sift,B_highlands_challenging,3001,21.0,0.0,45.0,affine,affine,1.0,6435,6658,664,641,0.9653614457831325,0.5191568723948092,0.06298638865858243,1.0,0.9793598472001557,1.0,0.02576991788170053,0.043072181944875707,False,False,0.2508362999651581,0.8059983999701217,0.10788799996953458,1.1647226999048144
A_orient_mod_pi,B_highlands_challenging,3001,21.0,0.0,45.0,affine,affine,1.0,6435,6658,268,267,0.996268656716418,0.4662289108058202,0.12502712379331046,0.9375,0.9378343658527054,1.0,0.02977372702539486,0.059667320846361546,False,False,2.823751199990511,0.8259857000084594,0.09871619998011738,3.7484530999790877
A_orient_2pi_control,B_highlands_challenging,3001,21.0,0.0,45.0,affine,affine,1.0,6435,6658,1703,1703,1.0,0.5331578830494575,0.03796192639873243,1.0,0.9927869020093153,1.0,0.017939621742745535,0.04050476486726623,False,False,2.992887799977325,0.8631344999885187,0.10571419994812459,3.961736499913968
B_phase_congruency,B_highlands_challenging,3001,21.0,0.0,45.0,affine,affine,1.0,4913,4853,234,226,0.9658119658119658,0.6040960222400144,0.09729969631390316,0.953125,0.9449865406911843,1.0,0.0852237369901708,0.17532714087792262,False,False,1.7649008999578655,0.4709116000449285,0.11489560001064092,2.350708100013435
C_rift2_mim,B_highlands_challenging,3001,21.0,0.0,45.0,affine,affine,1.0,4913,4853,122,107,0.8770491803278688,0.7322736680120915,0.1268445716453912,0.796875,0.9080360920560401,1.0,0.03427120085169343,0.07272305325535855,False,False,0.7631913999794051,0.9266813000431284,0.13408999994862825,1.8239626999711618
B1_rootsift,B_highlands_challenging,3001,24.0,0.0,45.0,affine,affine,1.0,6435,6363,1410,1406,0.9971631205673759,0.5400966923995889,0.050931268790645697,1.0,0.984364486475356,1.0,0.03746157365899666,0.055602285679746996,False,False,0.37039830000139773,0.9174972999608144,0.1295609000371769,1.417456499999389
B1_sift,B_highlands_challenging,3001,24.0,0.0,45.0,affine,affine,1.0,6435,6363,1267,1255,0.9905288082083662,0.522112210346975,0.05944120942975692,1.0,0.9827717447959898,1.0,0.03865261221612695,0.052780259822485576,False,False,0.28183210000861436,0.8918801000108942,0.1300389999523759,1.3037511999718845
A_orient_mod_pi,B_highlands_challenging,3001,24.0,0.0,45.0,affine,affine,1.0,6435,6363,279,279,1.0,0.41111695671669096,0.12423812960288086,0.9375,0.9402045719191726,1.0,0.03751005781300176,0.07295945845344165,False,False,3.3323053000494838,0.9092672999249771,0.12292680004611611,4.364499400020577
A_orient_2pi_control,B_highlands_challenging,3001,24.0,0.0,45.0,affine,affine,1.0,6435,6363,1941,1940,0.9994848016486347,0.5149895254226379,0.04088624601069683,1.0,0.9869815010468114,1.0,0.029072385913493745,0.04362313664342585,False,False,3.0578159999568015,0.7733777000103146,0.10651589999906719,3.9377095999661833
B_phase_congruency,B_highlands_challenging,3001,24.0,0.0,45.0,affine,affine,1.0,4913,4945,429,422,0.9836829836829837,0.6344474488621934,0.07050513734729627,0.96875,0.9584055272614685,1.0,0.04807290765978371,0.10421975341761477,False,False,1.6489113999996334,0.4527016000356525,0.05558339995332062,2.1571963999886066
C_rift2_mim,B_highlands_challenging,3001,24.0,0.0,45.0,affine,affine,1.0,4913,4945,31,13,0.41935483870967744,0.5786049293877491,0.3516734007180092,0.203125,0.6167399530235155,1.0,0.5638217374581871,1.2654464095729763,False,False,0.639524900005199,0.8120041000656784,0.07994149997830391,1.5314705000491813
B1_rootsift,B_highlands_challenging,3001,27.0,0.0,45.0,affine,affine,1.0,6435,5845,168,152,0.9047619047619048,0.5811741954226307,0.13031245836663338,0.7419354838709677,0.882662495035325,1.0,0.07320932669906835,0.14543600559202424,False,False,0.3207850999897346,0.791269600042142,0.09208329999819398,1.2041380000300705
B1_sift,B_highlands_challenging,3001,27.0,0.0,45.0,affine,affine,1.0,6435,5845,143,115,0.8041958041958042,0.6098107356509809,0.10227779628466398,0.6935483870967742,0.866360362574951,1.0,0.07896207062285812,0.12758268533276468,False,False,0.24914860003627837,0.7020294000394642,0.10182870004791766,1.0530067001236603
A_orient_mod_pi,B_highlands_challenging,3001,27.0,0.0,45.0,affine,affine,1.0,6435,5845,30,30,1.0,0.5098784647093874,0.23621959313434515,0.25806451612903225,0.6135565108517428,1.0,0.17370025257801658,0.3102346474255886,False,False,2.719910699990578,0.7170526999980211,0.10609700006898493,3.543060400057584
A_orient_2pi_control,B_highlands_challenging,3001,27.0,0.0,45.0,affine,affine,1.0,6435,5845,632,632,1.0,0.6402752032907598,0.05437659640057579,0.9838709677419355,0.9502991624638616,1.0,0.07319423420157223,0.1306154235066263,False,False,2.7730932999402285,0.7036440999945626,0.10379930003546178,3.580536699970253
B_phase_congruency,B_highlands_challenging,3001,27.0,0.0,45.0,affine,affine,1.0,4913,4709,64,52,0.8125,0.9100195088353824,0.1628905729582917,0.5161290322580645,0.805518889967271,1.0,0.10817286199214105,0.20922329931208686,False,False,1.7268362999893725,0.4254810999846086,0.08556189993396401,2.237879299907945
C_rift2_mim,B_highlands_challenging,3001,27.0,0.0,45.0,affine,affine,1.0,4913,4709,32,17,0.53125,1.6527916133140648,0.28746272780740156,0.24193548387096775,0.6395092432163668,0.9411764705882353,0.9998325619754109,2.2543448455939945,False,False,0.6549452000763267,1.0439584999112412,0.16850819997489452,1.8674118999624625
B1_rootsift,B_highlands_challenging,3001,30.0,0.0,45.0,affine,affine,1.0,6435,6396,425,414,0.9741176470588235,0.6201934025054185,0.07920263711325808,0.967741935483871,0.9629858689033741,1.0,0.03744042547736039,0.04998289724681046,False,False,0.2731946000130847,0.7680643999483436,0.09403529996052384,1.1352942999219522
B1_sift,B_highlands_challenging,3001,30.0,0.0,45.0,affine,affine,1.0,6435,6396,354,326,0.9209039548022598,0.5928941915337405,0.09173914038441947,0.9354838709677419,0.9523544133789478,1.0,0.06036574519173152,0.11352528238588137,False,False,0.25613660004455596,0.7735329000279307,0.10644729994237423,1.136116800014861
A_orient_mod_pi,B_highlands_challenging,3001,30.0,0.0,45.0,affine,affine,1.0,6435,6396,20,20,1.0,0.4536540025127597,0.29253150241386633,0.27419354838709675,0.6691387908774402,1.0,0.21468547053985992,0.4318223121749367,False,False,2.9365440999390557,0.8128248000284657,0.104738499969244,3.8541073999367654
A_orient_2pi_control,B_highlands_challenging,3001,30.0,0.0,45.0,affine,affine,1.0,6435,6396,788,785,0.9961928934010152,0.5515117098102879,0.047806145184077664,1.0,0.9697555303580044,1.0,0.033421738552369296,0.048174023070845194,False,False,2.9207490999251604,0.774253600044176,0.107581099960953,3.8025837999302894
B_phase_congruency,B_highlands_challenging,3001,30.0,0.0,45.0,affine,affine,1.0,4913,4742,151,141,0.9337748344370861,0.7579846891508999,0.12283829599032038,0.8709677419354839,0.9274174642851276,1.0,0.14446967592358634,0.2515707283774944,False,False,1.8173525999300182,0.4384770999895409,0.10226960002910346,2.3580992999486625
C_rift2_mim,B_highlands_challenging,3001,30.0,0.0,45.0,affine,affine,1.0,4913,4742,16,4,0.25,0.23939638471588714,0.4648018042466088,0.06451612903225806,0.3358975579140839,1.0,1.0921741370629627,2.5370338427895716,False,True,0.7394292999524623,0.9078486999496818,0.51993010006845,2.167208099970594
B1_rootsift,B_highlands_challenging,3001,33.0,0.0,45.0,affine,affine,1.0,6435,6021,22,4,0.18181818181818182,1.5255999524003903e-13,0.5830135377126762,0.03389830508474576,0.169991616286914,0.0,172.38626697968914,378.13119240003493,True,True,0.2973868000553921,0.8815077000763267,1.2492517000064254,2.428146200138144
B1_sift,B_highlands_challenging,3001,33.0,0.0,45.0,affine,affine,1.0,6435,6021,35,4,0.11428571428571428,0.782089267175284,0.5124620211622326,0.05084745762711865,0.2694303372517384,0.0,242.5441345697435,404.765233512167,True,True,0.31515570008195937,0.8539304999867454,4.734948599943891,5.904034800012596
A_orient_mod_pi,B_highlands_challenging,3001,33.0,0.0,45.0,affine,affine,1.0,6435,6021,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,2.917550800018944,0.725935099995695,0.00010109995491802692,3.643586999969557
A_orient_2pi_control,B_highlands_challenging,3001,33.0,0.0,45.0,affine,affine,1.0,6435,6021,12,11,0.9166666666666666,0.5627957560092011,0.2397106772076728,0.1694915254237288,0.5571668056885887,1.0,0.37746235276461754,0.7116703117754954,False,False,2.723687899997458,0.8812201999826357,0.10419830004684627,3.70910640002694
B_phase_congruency,B_highlands_challenging,3001,33.0,0.0,45.0,affine,affine,1.0,4913,4637,11,3,0.2727272727272727,5.916450616797797e-14,0.4735360412666308,0.05084745762711865,0.2694303372517384,0.0,239.02802668523876,561.4649052105406,True,True,1.8002057999838144,0.41735749994404614,0.27602710004430264,2.493590399972163
C_rift2_mim,B_highlands_challenging,3001,33.0,0.0,45.0,affine,affine,1.0,4913,4637,14,4,0.2857142857142857,1.0316489251384269,0.4427389695281961,0.06779661016949153,0.339983232573828,0.0,260.63609116014845,445.4309220946544,True,True,0.6649128999561071,0.8050337999593467,0.6027036000741646,2.0726502999896184
B1_rootsift,B_highlands_challenging,3001,36.0,0.0,45.0,affine,affine,1.0,6435,6731,14,3,0.21428571428571427,4.6412457148092366e-14,0.5223155991059855,0.046875,0.26416041678685936,0.0,278.96133277772367,478.43635702510244,True,True,0.27639200002886355,0.932686600019224,0.7080413999501616,1.9171199999982491
B1_sift,B_highlands_challenging,3001,36.0,0.0,45.0,affine,affine,1.0,6435,6731,22,3,0.13636363636363635,1.1007680729470101e-13,0.5699853989662562,0.046875,0.26416041678685936,0.3333333333333333,1229.7197677714353,2841.5028708167433,True,True,0.2656530999811366,0.9490032000467181,2.406226999941282,3.6208832999691367
A_orient_mod_pi,B_highlands_challenging,3001,36.0,0.0,45.0,affine,affine,1.0,6435,6731,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,2.895063400035724,0.8320380999939516,7.660000119358301e-05,3.7271781000308692
A_orient_2pi_control,B_highlands_challenging,3001,36.0,0.0,45.0,affine,affine,1.0,6435,6731,34,32,0.9411764705882353,0.6263802736023101,0.19531250000000003,0.359375,0.7395833333333333,1.0,0.11076678805069567,0.2484985917222494,False,False,2.9475483000278473,0.8346181000815704,0.08855679992120713,3.870723200030625
B_phase_congruency,B_highlands_challenging,3001,36.0,0.0,45.0,affine,affine,1.0,4913,4816,19,8,0.42105263157894735,0.6909751998061385,0.3111298086209356,0.109375,0.45833333333333337,1.0,0.49548337929567116,0.8738978012727592,False,True,1.6684277000604197,0.43475489993579686,0.1014259000075981,2.2046085000038147
C_rift2_mim,B_highlands_challenging,3001,36.0,0.0,45.0,affine,affine,1.0,4913,4816,7,4,0.5714285714285714,0.8696255568882789,0.604688397214379,0.046875,0.25,1.0,3.223585926793577,6.614165497689948,True,True,0.6783877999987453,0.802633999963291,0.09137079992797226,1.5723925998900086
B1_rootsift,B_highlands_challenging,3001,40.0,0.0,45.0,affine,affine,1.0,6435,6426,18,3,0.16666666666666666,1.3127425272378462e-13,0.42949411683697075,0.046875,0.26416041678685936,0.0,599.912577647739,1097.8937851610244,True,True,0.2705592999700457,0.7755841999314725,1.3717389000812545,2.4178823999827728
B1_sift,B_highlands_challenging,3001,40.0,0.0,45.0,affine,affine,1.0,6435,6426,35,5,0.14285714285714285,0.9324796731132736,0.4119854218867729,0.078125,0.38698801581456044,0.0,217.75799145753314,350.9364398405131,True,True,0.25509340001735836,0.7811937000369653,2.2379919999511912,3.274279100005515
A_orient_mod_pi,B_highlands_challenging,3001,40.0,0.0,45.0,affine,affine,1.0,6435,6426,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,2.7954317999538034,0.27888980007264763,4.2899977415800095e-05,3.074364500003867
A_orient_2pi_control,B_highlands_challenging,3001,40.0,0.0,45.0,affine,affine,1.0,6435,6426,34,34,1.0,0.7147202895265814,0.21698350481741058,0.421875,0.7755825936291575,1.0,0.267861349298645,0.49693749129399667,False,False,1.7632889000233263,0.9716418000170961,0.10153350001201034,2.8364642000524327
B_phase_congruency,B_highlands_challenging,3001,40.0,0.0,45.0,affine,affine,1.0,4913,4756,17,9,0.5294117647058824,0.627713162821275,0.3363359636217145,0.140625,0.5283208335737188,1.0,0.5693135991360225,0.9304948888868931,False,False,1.893788899993524,0.5314449000870809,0.12621310004033148,2.5514469001209363
C_rift2_mim,B_highlands_challenging,3001,40.0,0.0,45.0,affine,affine,1.0,4913,4756,5,3,0.6,1.6077746776921858e-13,0.5759448852543918,0.046875,0.26416041678685936,0.3333333333333333,605.4880401225969,1340.1934129185702,True,True,0.7676967999432236,0.9465282000601292,0.1150276999687776,1.8292526999721304
B1_rootsift,B_highlands_challenging,3001,45.0,0.0,45.0,affine,affine,1.0,6435,6459,13,3,0.23076923076923078,1.3531440247604773e-13,0.42164988850018953,0.046875,0.26416041678685936,0.0,510.05437054573713,953.911466973914,True,True,0.3111257000127807,0.9941094999667257,0.6599730000598356,1.965208200039342
B1_sift,B_highlands_challenging,3001,45.0,0.0,45.0,affine,affine,1.0,6435,6459,41,5,0.12195121951219512,0.9293139258465991,0.4052011366648839,0.078125,0.38698801581456044,0.0,218.51273450126575,349.18998601350404,True,True,0.29840800003148615,1.0402290999190882,3.7584382999921218,5.097075399942696
A_orient_mod_pi,B_highlands_challenging,3001,45.0,0.0,45.0,affine,affine,1.0,6435,6459,0,0,0.0,nan,1.0,0.0,0.0,nan,nan,nan,True,True,3.0855628999415785,0.39427960000466555,9.059999138116837e-05,3.4799330999376252
A_orient_2pi_control,B_highlands_challenging,3001,45.0,0.0,45.0,affine,affine,1.0,6435,6459,17,15,0.8823529411764706,0.6411454710903134,0.21962405981032557,0.21875,0.6289262103791976,1.0,0.23926911450946434,0.5299730081165063,False,False,2.9635505999904126,0.775208399980329,0.0953068999806419,3.8340658999513835
B_phase_congruency,B_highlands_challenging,3001,45.0,0.0,45.0,affine,affine,1.0,4913,4867,11,4,0.36363636363636365,0.679623522604202,0.4967682559169875,0.0625,0.33333333333333337,1.0,1.9571486000844631,4.202470393966526,False,True,1.6454347000690177,0.43882869998924434,0.1315688999602571,2.215832300018519
C_rift2_mim,B_highlands_challenging,3001,45.0,0.0,45.0,affine,affine,1.0,4913,4867,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.6391640000510961,0.8160429999697953,6.850005593150854e-05,1.455275500076823
B1_rootsift,B_highlands_challenging,3002,0.0,0.0,45.0,affine,affine,1.0,6296,6585,4597,4595,0.999564933652382,0.12697021361140695,0.02393851082141958,1.0,0.998346017745414,1.0,0.016611352293971215,0.016963873316641072,False,False,0.2704914000350982,0.7760080998996273,0.1523172000888735,1.198816700023599
B1_sift,B_highlands_challenging,3002,0.0,0.0,45.0,affine,affine,1.0,6296,6585,4637,4635,0.9995686866508519,0.12537449908460968,0.02358173213056619,1.0,0.9985454828596995,1.0,0.01659483899253693,0.01777212100681666,False,False,0.35894559998996556,0.9488970000529662,0.17071540001779795,1.4785580000607297
A_orient_mod_pi,B_highlands_challenging,3002,0.0,0.0,45.0,affine,affine,1.0,6296,6585,3070,3070,1.0,0.12646094922964368,0.03294039229342062,1.0,0.9980688385048594,1.0,0.015508203140305436,0.01743075716583709,False,False,2.8467294999863952,0.7810294999508187,0.14068019995465875,3.7684391998918727
A_orient_2pi_control,B_highlands_challenging,3002,0.0,0.0,45.0,affine,affine,1.0,6296,6585,3089,3087,0.9993525412754937,0.14079382842879987,0.03294039229342062,1.0,0.9981630227190691,1.0,0.0151106632524818,0.016505046315079208,False,False,2.7290849999990314,0.7811623000307009,0.14697130001150072,3.657218600041233
B_phase_congruency,B_highlands_challenging,3002,0.0,0.0,45.0,affine,affine,1.0,4899,4932,2991,2985,0.9979939819458375,0.2560618930191923,0.040385579216851104,1.0,0.9960263796211869,1.0,0.02112417570061053,0.03165744247210856,False,False,1.654488299973309,0.44200609996914864,0.11564690002705902,2.2121412999695167
C_rift2_mim,B_highlands_challenging,3002,0.0,0.0,45.0,affine,affine,1.0,4899,4932,1796,1795,0.9994432071269488,0.26710179479006313,0.045293039403453354,1.0,0.9959142947973364,1.0,0.022103785051084644,0.02693988983245705,False,False,0.6815769000677392,0.818306100089103,0.1339293000055477,1.6338123001623899
B1_rootsift,B_highlands_challenging,3002,15.0,0.0,45.0,affine,affine,1.0,6296,6406,2653,2650,0.998869204673954,0.4440473715853108,0.03791723900666937,1.0,0.9935167354846162,1.0,0.018541916005127577,0.020815807480114565,False,False,0.26217389991506934,0.7380542000755668,0.13960549992043525,1.1398335999110714
B1_sift,B_highlands_challenging,3002,15.0,0.0,45.0,affine,affine,1.0,6296,6406,2478,2467,0.9955609362389023,0.4447244280505856,0.03617823955585887,1.0,0.9932517729060356,1.0,0.01833809512463795,0.019457446848602122,False,False,0.25482380005996674,0.7698852999601513,0.14260759996250272,1.1673166999826208
A_orient_mod_pi,B_highlands_challenging,3002,15.0,0.0,45.0,affine,affine,1.0,6296,6406,1883,1883,1.0,0.39357430917431896,0.05185496810348927,1.0,0.9914616771403636,1.0,0.023646091368158255,0.0382003258458392,False,False,2.7053519999608397,0.7600501000415534,0.12246239988598973,3.587864499888383
A_orient_2pi_control,B_highlands_challenging,3002,15.0,0.0,45.0,affine,affine,1.0,6296,6406,2678,2678,1.0,0.4677755835658613,0.03459721420725631,1.0,0.9944765919687809,1.0,0.01730353709160323,0.020552394575316213,False,False,2.6828857000218704,0.7579820000100881,0.12149070005398244,3.562358400085941
B_phase_congruency,B_highlands_challenging,3002,15.0,0.0,45.0,affine,affine,1.0,4899,4893,1004,1000,0.9960159362549801,0.5753720676965954,0.06515622918331669,1.0,0.9804061939060636,1.0,0.029388868575076173,0.06844745509171504,False,False,1.7769754000473768,0.4118302999995649,0.1229522000066936,2.3117579000536352
C_rift2_mim,B_highlands_challenging,3002,15.0,0.0,45.0,affine,affine,1.0,4899,4893,556,548,0.9856115107913669,0.7962947079647782,0.10232751408535679,0.984375,0.9664926324494917,0.9981751824817519,0.4731031926787458,0.8088881109939923,False,False,0.5402215999783948,0.6390615000855178,0.07835250010248274,1.2576356001663953
B1_rootsift,B_highlands_challenging,3002,18.0,0.0,45.0,affine,affine,1.0,6296,6620,1159,1150,0.9922346850733391,0.4980750578290155,0.061543241135919136,1.0,0.9884772650267646,1.0,0.023077716598824797,0.041291904993569606,False,False,0.167135399999097,0.8175581999821588,0.1478087999857962,1.132502399967052
B1_sift,B_highlands_challenging,3002,18.0,0.0,45.0,affine,affine,1.0,6296,6620,1013,1002,0.9891411648568608,0.497946186458605,0.061543241135919136,1.0,0.9858524687164784,1.0,0.015356926526356132,0.031048046634546266,False,False,0.2722347999224439,0.8986416000407189,0.3405296999262646,1.5114060998894274
A_orient_mod_pi,B_highlands_challenging,3002,18.0,0.0,45.0,affine,affine,1.0,6296,6620,449,449,1.0,0.4187665651471171,0.07395558240189025,1.0,0.9672559596781848,1.0,0.03703882518588145,0.0664201362938878,False,False,3.049421300063841,0.9172142000170425,0.10443269996903837,4.071068200049922
A_orient_2pi_control,B_highlands_challenging,3002,18.0,0.0,45.0,affine,affine,1.0,6296,6620,2025,2025,1.0,0.5053482151054355,0.03778285970975758,1.0,0.9955942617179587,1.0,0.012339950799306009,0.02115568075114275,False,False,2.0601765000028536,0.5561714000068605,0.05236689990852028,2.6687147999182343
B_phase_congruency,B_highlands_challenging,3002,18.0,0.0,45.0,affine,affine,1.0,4899,4880,321,308,0.9595015576323987,0.6481887294387209,0.12403326254281104,0.96875,0.9416426327595364,1.0,0.09212671880767466,0.17404462726242265,False,False,1.0894861000124365,0.308563599945046,0.04378569999244064,1.4418353999499232
C_rift2_mim,B_highlands_challenging,3002,18.0,0.0,45.0,affine,affine,1.0,4899,4880,224,216,0.9642857142857143,0.7395610472754385,0.14005720634921726,0.921875,0.9446690685140489,0.9953703703703703,0.22838473125253617,0.4654402956835759,False,False,0.3656269999919459,0.5704484999878332,0.044560000067576766,0.9806355000473559
