representation,regime,seed,delta_azimuth,delta_elevation,sun_elevation,transform_kind,fit_model,overlap_fraction,n_kp_src,n_kp_dst,n_putative,n_inliers,inlier_ratio,fit_rmse,coverage_max_gap,coverage_occupancy,coverage_entropy,true_inlier_precision,transform_error_median,transform_error_p90,is_wrong,flag_n_inliers_le_8,detect_describe_s,match_s,ransac_s,pipeline_s
C_rift2_mim,B_highlands_challenging,3003,30.0,0.0,45.0,affine,affine,1.0,4770,4912,10,3,0.3,2.104614309580016e-13,0.45581844363630986,0.046875,0.26416041678685936,0.0,1246.7912227730412,2802.8724935233445,True,True,0.6559115999843925,0.7836265999358147,0.21010330005083233,1.6496414999710396
B1_rootsift,B_highlands_challenging,3003,33.0,0.0,45.0,affine,affine,1.0,6340,6878,24,10,0.4166666666666667,1.0649159264054044,0.4780791837616239,0.125,0.48698801581456047,0.9,3.3684383208038975,7.738192649893287,True,False,0.2775111999362707,0.8177964000497013,0.09638939995784312,1.1916969999438152
B1_sift,B_highlands_challenging,3003,33.0,0.0,45.0,affine,affine,1.0,6340,6878,43,12,0.27906976744186046,0.6567751066207359,0.468941656420856,0.15625,0.5419381945646372,1.0,0.3785201494814926,0.8721592455014062,False,False,0.24409429996740073,0.8147947000106797,0.30613060004543513,1.3650196000235155
A_orient_mod_pi,B_highlands_challenging,3003,33.0,0.0,45.0,affine,affine,1.0,6340,6878,4,3,0.75,1.2306961192854808e-14,0.8155366930164761,0.046875,0.26416041678685936,0.6666666666666666,503.2190915514458,932.5931930148259,True,True,3.3477144999196753,0.8362251000944525,0.10933570004999638,4.293275300064124
A_orient_2pi_control,B_highlands_challenging,3003,33.0,0.0,45.0,affine,affine,1.0,6340,6878,81,77,0.9506172839506173,0.5390783107773609,0.15433944780116796,0.625,0.8396952482670555,1.0,0.1281983349623766,0.18269147048091824,False,False,2.906798299984075,0.8480504000326619,0.10023139999248087,3.855080100009218
B_phase_congruency,B_highlands_challenging,3003,33.0,0.0,45.0,affine,affine,1.0,4770,4876,24,12,0.5,0.501201365663447,0.29749113694780893,0.140625,0.5141604167868594,1.0,0.22884944601976187,0.35893711309349385,False,False,1.850224900059402,0.4122262999881059,0.08328909997362643,2.3457403000211343
C_rift2_mim,B_highlands_challenging,3003,33.0,0.0,45.0,affine,affine,1.0,4770,4876,12,4,0.3333333333333333,0.9572378379687074,0.6079488296837892,0.046875,0.25,0.5,264.01150533472276,584.2116583147036,True,True,0.6194392999168485,1.0066553000360727,0.20659439999144524,1.8326889999443665
B1_rootsift,B_highlands_challenging,3003,36.0,0.0,45.0,affine,affine,1.0,6340,6200,31,18,0.5806451612903226,0.7601219799632315,0.35028219805261224,0.22580645161290322,0.6070289351363212,1.0,0.2618844505983232,0.5481756078643543,False,False,0.3410114999860525,1.287998600048013,0.1283003999851644,1.75731050001923
B1_sift,B_highlands_challenging,3003,36.0,0.0,45.0,affine,affine,1.0,6340,6200,50,25,0.5,0.7562114727068193,0.30552657789519266,0.22580645161290322,0.5598842422902209,1.0,0.1974199906780737,0.36895359815164863,False,False,0.3569312000181526,1.2411021000007167,0.1187838000478223,1.7168171000666916
A_orient_mod_pi,B_highlands_challenging,3003,36.0,0.0,45.0,affine,affine,1.0,6340,6200,3,3,1.0,4.8539309536293246e-14,0.651398339798325,0.03225806451612903,0.1542266640507899,1.0,1.1055777351636438,2.03375987554838,False,True,2.9877901000436395,0.7383697000332177,0.07623859995510429,3.8023984000319615
A_orient_2pi_control,B_highlands_challenging,3003,36.0,0.0,45.0,affine,affine,1.0,6340,6200,108,105,0.9722222222222222,0.5635835313304196,0.1411544815923714,0.6935483870967742,0.8558820953736682,1.0,0.10538027064558628,0.2091896979044755,False,False,2.773255300009623,0.7433068000245839,0.08720119995996356,3.6037632999941707
B_phase_congruency,B_highlands_challenging,3003,36.0,0.0,45.0,affine,affine,1.0,4770,4879,25,14,0.56,0.5554274758114922,0.2580425635951095,0.1935483870967742,0.5914552447993605,1.0,0.14607880269197393,0.31475568983593,False,False,1.8390806000679731,0.41190039995126426,0.09939250000752509,2.3503735000267625
C_rift2_mim,B_highlands_challenging,3003,36.0,0.0,45.0,affine,affine,1.0,4770,4879,6,3,0.5,6.946380525059552e-13,0.6667480419085525,0.04838709677419355,0.2661925166888178,0.3333333333333333,2423.2297600902984,4874.338579675381,True,True,0.6259585999650881,0.7632377999834716,0.09569630003534257,1.4848926999839023
B1_rootsift,B_highlands_challenging,3003,40.0,0.0,45.0,affine,affine,1.0,6340,6711,12,3,0.25,2.285548453417584e-13,0.4838742090843589,0.03125,0.15304930567574826,0.0,663.979051501658,1366.3136355581057,True,True,0.2878047999693081,0.7910111000528559,0.3936133999377489,1.472429299959913
B1_sift,B_highlands_challenging,3003,40.0,0.0,45.0,affine,affine,1.0,6340,6711,21,3,0.14285714285714285,3.2818563180946156e-14,0.4419762635912986,0.046875,0.26416041678685936,0.0,224.11783186594747,344.6757860330025,True,True,0.30122869997285306,1.0261262999847531,2.5327527000335976,3.860107699991204
A_orient_mod_pi,B_highlands_challenging,3003,40.0,0.0,45.0,affine,affine,1.0,6340,6711,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,3.058752099983394,0.7816485000075772,8.580007124692202e-05,3.8404864000622183
A_orient_2pi_control,B_highlands_challenging,3003,40.0,0.0,45.0,affine,affine,1.0,6340,6711,12,11,0.9166666666666666,0.38029669412727246,0.4272460627480148,0.125,0.4742251561037395,1.0,0.26833197209591164,0.6250352182154097,False,False,2.992666600039229,0.8368740000296384,0.08814279991202056,3.9176833999808878
B_phase_congruency,B_highlands_challenging,3003,40.0,0.0,45.0,affine,affine,1.0,4770,4974,24,6,0.25,0.30963439626081485,0.45823344673874417,0.078125,0.37527152789797047,1.0,0.5533260735576562,0.9978466909977858,False,True,1.783914800034836,0.41898860002402216,0.562422199989669,2.765325600048527
C_rift2_mim,B_highlands_challenging,3003,40.0,0.0,45.0,affine,affine,1.0,4770,4974,9,4,0.4444444444444444,0.487055761572532,0.45034016126778487,0.0625,0.33333333333333337,1.0,1.1176715196169398,2.0563754235910103,False,True,0.7234552000882104,0.9050410001073033,0.10160460008773953,1.7301008002832532
B1_rootsift,B_highlands_challenging,3003,45.0,0.0,45.0,affine,affine,1.0,6340,6581,9,3,0.3333333333333333,1.6409281590473078e-14,0.5766744659425619,0.046875,0.26416041678685936,0.0,242.91484522856786,379.6619143698929,True,True,0.2612532000057399,0.7728997999802232,0.18216389999724925,1.2163168999832124
B1_sift,B_highlands_challenging,3003,45.0,0.0,45.0,affine,affine,1.0,6340,6581,36,4,0.1111111111111111,0.7502885642589564,0.5034501461874656,0.0625,0.33333333333333337,0.0,202.5579233721193,376.28855668094104,True,True,0.25587150000501424,0.769591600052081,5.059227799996734,6.084690900053829
A_orient_mod_pi,B_highlands_challenging,3003,45.0,0.0,45.0,affine,affine,1.0,6340,6581,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,2.948087599943392,0.7788596999598667,7.039995398372412e-05,3.7270176998572424
A_orient_2pi_control,B_highlands_challenging,3003,45.0,0.0,45.0,affine,affine,1.0,6340,6581,1,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,2.8817463000304997,0.8277563999872655,5.489995237439871e-05,3.7095575999701396
B_phase_congruency,B_highlands_challenging,3003,45.0,0.0,45.0,affine,affine,1.0,4770,4976,13,3,0.23076923076923078,5.916450616797797e-14,0.4684497012624165,0.046875,0.26416041678685936,0.0,278.756262247182,546.3383188506994,True,True,1.7525975999888033,0.41689360002055764,0.4736255999887362,2.643116799998097
C_rift2_mim,B_highlands_challenging,3003,45.0,0.0,45.0,affine,affine,1.0,4770,4976,2,0,0.0,nan,1.0,0.0,0.0,0.0,inf,inf,True,True,0.6418529000366107,0.8436998999677598,7.650000043213367e-05,1.4856293000048026
