label,regime,seed,transform_kind,fit_model,scale,delta_azimuth,delta_elevation,sun_elevation,ambiguity,overlap_fraction,n_kp_src,n_kp_dst,n_putative,n_inliers,inlier_ratio,fit_rmse,held_out_median,held_out_p90,held_out_ok,split_consistency,coverage_max_gap,coverage_occupancy,coverage_entropy,true_inlier_precision,true_putative_precision,transform_error_median,transform_error_p90,is_wrong,gen_s,pipeline_s,ransac_s,split
similarity/d_az=40,A_mare_moderate,1003,similarity,similarity,1.0,40.0,0.0,45.0,0.0,1.0,21,21,0,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,nan,nan,nan,nan,True,0.21464319992810488,0.05438670003786683,3.860006108880043e-05,calibration
affine/d_az=40,A_mare_moderate,1003,affine,affine,1.0,40.0,0.0,45.0,0.0,1.0,21,20,0,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,nan,nan,nan,nan,True,0.21071580005809665,0.055966599960811436,3.809994086623192e-05,calibration
projective/d_az=40,A_mare_moderate,1003,projective,projective,1.0,40.0,0.0,45.0,0.0,1.0,21,20,1,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.22114569996483624,0.06142679997719824,3.920006565749645e-05,calibration
similarity/d_az=60,A_mare_moderate,1003,similarity,similarity,1.0,60.0,0.0,45.0,0.0,1.0,21,24,0,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,nan,nan,nan,nan,True,0.20287229993846267,0.0560852000489831,3.570003900676966e-05,calibration
affine/d_az=60,A_mare_moderate,1003,affine,affine,1.0,60.0,0.0,45.0,0.0,1.0,21,21,0,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,nan,nan,nan,nan,True,0.19835770002100617,0.053267400013282895,3.520003519952297e-05,calibration
projective/d_az=60,A_mare_moderate,1003,projective,projective,1.0,60.0,0.0,45.0,0.0,1.0,21,21,0,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,nan,nan,nan,nan,True,0.20044559997040778,0.06142739998176694,3.66999302059412e-05,calibration
similarity/d_az=0,A_mare_moderate,1004,similarity,similarity,1.0,0.0,0.0,45.0,0.0,1.0,41,30,23,23,1.0,0.5211668960778537,0.32845292243275315,0.5890706560028143,True,0.3628841726183195,0.24251629786656154,0.22033898305084745,0.5952082756090291,1.0,1.0,0.17354103225865386,0.28631939224275427,False,1.0975050999550149,0.09888119995594025,0.040890099946409464,calibration
affine/d_az=0,A_mare_moderate,1004,affine,affine,1.0,0.0,0.0,45.0,0.0,1.0,41,27,20,18,0.9,0.4263470083094696,0.37961475772594944,0.8551328016906894,True,0.6882602277685624,0.2522817960152782,0.1724137931034483,0.5339701186260943,1.0,0.9,0.19050498656478668,0.3420259833666655,False,0.21545929997228086,0.10463920002803206,0.0477702000644058,calibration
projective/d_az=0,A_mare_moderate,1004,projective,projective,1.0,0.0,0.0,45.0,0.0,1.0,41,30,22,21,0.9545454545454546,0.413811498619282,0.33439760828355736,1.086392759252765,True,0.8192456875983812,0.24251629786656154,0.22033898305084745,0.5887286528776402,1.0,0.9545454545454546,0.41593375487087025,0.8113800996383012,False,0.21543189999647439,0.09914480010047555,0.04074820003006607,calibration
similarity/d_az=20,A_mare_moderate,1004,similarity,similarity,1.0,20.0,0.0,45.0,0.0,1.0,41,27,9,9,1.0,0.7128278348128101,0.8686716969639714,1.0830717066986124,True,3.0637468375225287,0.35822676619094923,0.11290322580645161,0.45774113161895047,1.0,1.0,0.6522810891494264,0.9227017804398184,False,0.21285649994388223,0.09995530010201037,0.040403000079095364,calibration
affine/d_az=20,A_mare_moderate,1004,affine,affine,1.0,20.0,0.0,45.0,0.0,1.0,41,24,11,11,1.0,0.8690465487503617,0.7487802131246056,1.7473937133068744,True,2.6251678413486728,0.36236770963738923,0.12698412698412698,0.4760277204746301,1.0,1.0,0.631095737885553,1.4820522785276267,False,0.21792520000599325,0.11219449993222952,0.044275599997490644,calibration
projective/d_az=20,A_mare_moderate,1004,projective,projective,1.0,20.0,0.0,45.0,0.0,1.0,41,21,10,5,0.5,7.805804659512887e-12,inf,inf,False,inf,0.48937550996851537,0.06349206349206349,0.3215389139349531,0.6,0.8,190.98112619293974,353.35692045190115,True,0.21064810000825673,0.1155143000651151,0.05259600002318621,calibration
similarity/d_az=40,A_mare_moderate,1004,similarity,similarity,1.0,40.0,0.0,45.0,0.0,1.0,41,23,0,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,nan,nan,nan,nan,True,0.19934910000301898,0.05935790005605668,3.2400013878941536e-05,calibration
affine/d_az=40,A_mare_moderate,1004,affine,affine,1.0,40.0,0.0,45.0,0.0,1.0,41,23,0,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,nan,nan,nan,nan,True,0.2115040000062436,0.058735899976454675,3.750005271285772e-05,calibration
projective/d_az=40,A_mare_moderate,1004,projective,projective,1.0,40.0,0.0,45.0,0.0,1.0,41,25,0,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,nan,nan,nan,nan,True,0.20308249990921468,0.054688200005330145,3.750005271285772e-05,calibration
similarity/d_az=60,A_mare_moderate,1004,similarity,similarity,1.0,60.0,0.0,45.0,0.0,1.0,41,26,2,2,1.0,4.14314051144892e-14,inf,inf,False,inf,0.6414105321111628,0.03125,0.16666666666666669,0.0,0.0,195.98649308733647,318.54074028689354,True,0.20247639995068312,0.08836119994521141,0.034929599962197244,calibration
affine/d_az=60,A_mare_moderate,1004,affine,affine,1.0,60.0,0.0,45.0,0.0,1.0,41,21,2,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.2135067000053823,0.05860530002973974,3.879994619637728e-05,calibration
projective/d_az=60,A_mare_moderate,1004,projective,projective,1.0,60.0,0.0,45.0,0.0,1.0,41,24,2,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.1995237999362871,0.058507999987341464,3.450002986937761e-05,calibration
similarity/d_az=0,A_highlands_moderate,1001,similarity,similarity,1.0,0.0,0.0,45.0,0.0,1.0,1496,1364,964,963,0.9989626556016598,0.4432384505723357,0.22910935554571937,0.6323416569232279,True,0.038446939283497156,0.05975413492491546,1.0,0.9805888951361644,1.0,0.9989626556016598,0.04827695842101194,0.06373825087441315,False,1.2945220000110567,0.17849049996584654,0.04477540007792413,calibration
affine/d_az=0,A_highlands_moderate,1001,affine,affine,1.0,0.0,0.0,45.0,0.0,1.0,1496,1362,987,987,1.0,0.6693002979612954,0.22420668954940515,0.606110079038498,True,0.055627211140080506,0.05975413492491546,0.984375,0.9770669370204893,0.9989868287740629,0.9989868287740629,0.3971661441425952,0.9092990927601214,False,0.2737868999829516,0.1820014000404626,0.05537319998256862,calibration
projective/d_az=0,A_highlands_moderate,1001,projective,projective,1.0,0.0,0.0,45.0,0.0,1.0,1496,1361,963,962,0.9989615784008308,0.4423375637377668,0.23499630023763068,0.6405565030237947,True,0.09608096086986034,0.05975413492491546,1.0,0.9792013224343344,1.0,0.9989615784008308,0.044084878170464956,0.07470514033105859,False,0.27175870002247393,0.15932770003564656,0.050267199985682964,calibration
similarity/d_az=20,A_highlands_moderate,1001,similarity,similarity,1.0,20.0,0.0,45.0,0.0,1.0,1496,1212,74,69,0.9324324324324325,1.0921339748877512,0.7178675774485369,1.6908129530139402,True,0.7183748594083381,0.1358291993555489,0.576271186440678,0.8400021467322294,1.0,0.9324324324324325,0.17480159214944802,0.28206208244010034,False,0.28119889996014535,0.14027039997745305,0.03732740005943924,calibration
affine/d_az=20,A_highlands_moderate,1001,affine,affine,1.0,20.0,0.0,45.0,0.0,1.0,1496,1220,119,115,0.9663865546218487,1.150810296331612,0.8200348158205538,1.9560774367254021,True,1.4864656527315567,0.11595123365048536,0.6833333333333333,0.8741569340221186,0.991304347826087,0.957983193277311,0.1998330001749115,0.3276895460276418,False,0.29396359995007515,0.17583700001705438,0.05092180008068681,calibration
projective/d_az=20,A_highlands_moderate,1001,projective,projective,1.0,20.0,0.0,45.0,0.0,1.0,1496,1206,70,68,0.9714285714285714,1.296714806738095,0.8151857477046704,1.7805357116530915,True,1.6647592280106769,0.14770469700507535,0.5666666666666667,0.8148964467454467,1.0,0.9714285714285714,0.6936514682442727,2.5776604101078506,False,0.283759200014174,0.16584370017517358,0.04235360003076494,calibration
similarity/d_az=40,A_highlands_moderate,1001,similarity,similarity,1.0,40.0,0.0,45.0,0.0,1.0,1496,1345,17,11,0.6470588235294118,1.094387014795902,1.041584247747127,1.9642858768084124,True,1.4670878411311294,0.2951108034022513,0.16129032258064516,0.5504711746069643,1.0,0.6470588235294118,0.36773421328937533,0.5696540055588046,False,0.27713030006270856,0.18819079990498722,0.07341539999470115,calibration
affine/d_az=40,A_highlands_moderate,1001,affine,affine,1.0,40.0,0.0,45.0,0.0,1.0,1496,1390,23,19,0.8260869565217391,0.9385920593645494,1.039146940716154,1.8352674564207452,True,1.4239526595849168,0.2589607740733731,0.22950819672131148,0.6208133311660696,1.0,0.8260869565217391,0.19693858568347045,0.4350514735224754,False,0.280709300073795,0.15634810004848987,0.0458084000274539,calibration
projective/d_az=40,A_highlands_moderate,1001,projective,projective,1.0,40.0,0.0,45.0,0.0,1.0,1496,1392,15,5,0.3333333333333333,0.23448784031525335,inf,inf,False,inf,0.47437667549294216,0.08064516129032258,0.38996498836238314,1.0,0.6666666666666666,19.981566822744604,61.09040802929234,True,0.26877810002770275,0.4032870999071747,0.26504169998224825,calibration
similarity/d_az=60,A_highlands_moderate,1001,similarity,similarity,1.0,60.0,0.0,45.0,0.0,1.0,1496,1205,5,2,0.4,8.28628102289784e-14,inf,inf,False,inf,0.4972696993210498,0.03333333333333333,0.16929380759878143,0.0,0.0,243.20995518263481,405.2694355922946,True,0.2889551999978721,0.1595254000276327,0.03690399997867644,calibration
affine/d_az=60,A_highlands_moderate,1001,affine,affine,1.0,60.0,0.0,45.0,0.0,1.0,1496,1184,7,3,0.42857142857142855,1.9136346316603822e-13,inf,inf,False,inf,0.40929762972216266,0.05,0.26832433664837085,0.0,0.0,638.0874473940441,1329.9013023408506,True,0.2831150999991223,0.17283269995823503,0.046288999961689115,calibration
projective/d_az=60,A_highlands_moderate,1001,projective,projective,1.0,60.0,0.0,45.0,0.0,1.0,1496,1199,6,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.29742929991334677,0.3395950000267476,0.2138679000781849,calibration
similarity/d_az=0,A_highlands_moderate,1002,similarity,similarity,1.0,0.0,0.0,45.0,0.0,1.0,1494,1473,1111,1110,0.9990999099909991,0.5874935786607703,0.16169182346337146,0.49572487646799673,True,0.025020387361954187,0.05474946885840792,1.0,0.9903053118284256,0.9990990990990991,0.9981998199819982,0.49367140473591375,0.689551726325337,False,1.2992528000613675,0.1799361000303179,0.0450997999869287,calibration
affine/d_az=0,A_highlands_moderate,1002,affine,affine,1.0,0.0,0.0,45.0,0.0,1.0,1494,1471,1081,1080,0.9990749306197965,0.5314121187814332,0.1821547486406937,0.5707012377414034,True,0.039406876763119436,0.05474946885840792,1.0,0.9889151439922005,0.9990740740740741,0.9981498612395929,0.3000609849850679,0.640044538329409,False,0.2712146999547258,0.18850389996077865,0.058563899947330356,calibration
projective/d_az=0,A_highlands_moderate,1002,projective,projective,1.0,0.0,0.0,45.0,0.0,1.0,1494,1490,1107,1105,0.998193315266486,0.3054025179945266,0.15154724205931805,0.4826074227871463,True,0.056234632895856104,0.05352813747680851,1.0,0.9904072803534228,1.0,0.998193315266486,0.025910509710319753,0.04706674187589634,False,0.30244449991732836,0.16632550000213087,0.051380100077949464,calibration
similarity/d_az=20,A_highlands_moderate,1002,similarity,similarity,1.0,20.0,0.0,45.0,0.0,1.0,1494,1713,143,138,0.965034965034965,1.1409715106277467,0.6813370685201728,2.0180261718575667,True,0.48336026990539294,0.16305702140939157,0.78125,0.8920307821645828,0.9927536231884058,0.958041958041958,0.4004482571785612,0.5899950645438143,False,0.26063919998705387,0.1849828000413254,0.041197100072167814,calibration
affine/d_az=20,A_highlands_moderate,1002,affine,affine,1.0,20.0,0.0,45.0,0.0,1.0,1494,1689,93,88,0.946236559139785,1.0972735589774054,0.7621683029683356,2.0288319826582537,True,0.8592953860012089,0.18386596987608184,0.65625,0.8459082054891314,1.0,0.946236559139785,0.08005377855797113,0.1529486570076765,False,0.25929369998630136,0.18796150002162904,0.045106800040230155,calibration
projective/d_az=20,A_highlands_moderate,1002,projective,projective,1.0,20.0,0.0,45.0,0.0,1.0,1494,1734,138,134,0.9710144927536232,0.9313812143255754,0.6102613254584526,1.6914553638262282,True,0.6502906692399459,0.16305702140939157,0.8125,0.8998241356563963,1.0,0.9710144927536232,0.1619039607176483,0.31269808929037074,False,0.2593588000163436,0.18977069994434714,0.043266599997878075,calibration
similarity/d_az=40,A_highlands_moderate,1002,similarity,similarity,1.0,40.0,0.0,45.0,0.0,1.0,1494,1689,8,3,0.375,0.12916804445320787,inf,inf,False,inf,0.6046379268367511,0.03125,0.15304930567574826,1.0,0.375,2.1984561229929818,3.6252823702267833,False,0.2566330999834463,0.15616830007638782,0.03741760004777461,calibration
affine/d_az=40,A_highlands_moderate,1002,affine,affine,1.0,40.0,0.0,45.0,0.0,1.0,1494,1726,6,3,0.5,2.861056007558981e-13,inf,inf,False,inf,0.7098659315969558,0.03125,0.15304930567574826,0.0,0.16666666666666666,1391.9694969093975,2802.4199366638286,True,0.259807400056161,0.17864239995833486,0.04460240004118532,calibration
projective/d_az=40,A_highlands_moderate,1002,projective,projective,1.0,40.0,0.0,45.0,0.0,1.0,1494,1715,9,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.4444444444444444,inf,inf,True,0.261348900035955,1.3009244999848306,1.132890300010331,calibration
similarity/d_az=60,A_highlands_moderate,1002,similarity,similarity,1.0,60.0,0.0,45.0,0.0,1.0,1494,1556,7,2,0.2857142857142857,2.0097183471152322e-14,inf,inf,False,inf,0.47918435768972456,0.03125,0.16666666666666669,0.0,0.0,254.25414723692123,419.2862896838788,True,0.2603248000377789,0.1680655999807641,0.03548129997216165,calibration
affine/d_az=60,A_highlands_moderate,1002,affine,affine,1.0,60.0,0.0,45.0,0.0,1.0,1494,1572,6,3,0.5,1.1832901233595593e-13,inf,inf,False,inf,0.47918435768972456,0.046875,0.26416041678685936,0.0,0.0,290.4260556489741,560.9366218713366,True,0.26099219999741763,0.18287030002102256,0.04503300006035715,calibration
projective/d_az=60,A_highlands_moderate,1002,projective,projective,1.0,60.0,0.0,45.0,0.0,1.0,1494,1535,11,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.25784840004052967,0.6283502998994663,0.49305319995619357,calibration
similarity/d_az=0,A_highlands_moderate,1003,similarity,similarity,1.0,0.0,0.0,45.0,0.0,1.0,1446,1768,1045,1045,1.0,0.4076974761031813,0.20881255491103243,0.6405612229816364,True,0.04035133256271661,0.05415790193511829,1.0,0.9945758682736857,1.0,1.0,0.053291241168525044,0.06195094527007612,False,1.3018475999124348,0.21492319996468723,0.07139960001222789,calibration
affine/d_az=0,A_highlands_moderate,1003,affine,affine,1.0,0.0,0.0,45.0,0.0,1.0,1446,1746,1069,1067,0.9981290926099158,0.779370853321199,0.19591396125170757,0.5926576081362865,True,0.1302878339630491,0.05188765324263354,1.0,0.9964198819992205,0.9971883786316776,0.9953227315247896,0.5029855282231508,1.0004635757418943,False,0.2618023999966681,0.19734860002063215,0.05754990002606064,calibration
projective/d_az=0,A_highlands_moderate,1003,projective,projective,1.0,0.0,0.0,45.0,0.0,1.0,1446,1779,1041,1039,0.9980787704130644,0.41724870628559446,0.21545925857384282,0.6497251950826691,True,0.0513698966872384,0.04985466072676211,1.0,0.9938620056338457,1.0,0.9980787704130644,0.056575990464836315,0.06878482325436501,False,0.2556794999400154,0.19628889998421073,0.05208439996931702,calibration
similarity/d_az=20,A_highlands_moderate,1003,similarity,similarity,1.0,20.0,0.0,45.0,0.0,1.0,1446,1145,531,527,0.992467043314501,0.9344073105402816,0.5077508749455447,1.376270803715806,True,0.11087544166343696,0.06507811978958229,0.9824561403508771,0.9569097356992982,0.9981024667931688,0.9905838041431262,0.40479499407128683,0.6631137605442983,False,0.26324780005961657,0.1634862000355497,0.043679800000973046,calibration
affine/d_az=20,A_highlands_moderate,1003,affine,affine,1.0,20.0,0.0,45.0,0.0,1.0,1446,1137,593,584,0.984822934232715,0.815764563830453,0.4575460928918005,1.3937497495228275,True,0.19816811591412203,0.05524271728019903,0.9824561403508771,0.9613389538772388,1.0,0.984822934232715,0.07131864714303968,0.12255061299239844,False,0.26192650001030415,0.19821069994941354,0.05242309998720884,calibration
projective/d_az=20,A_highlands_moderate,1003,projective,projective,1.0,20.0,0.0,45.0,0.0,1.0,1446,1125,522,510,0.9770114942528736,1.289976918998644,0.4956436785614937,1.2757957806117073,True,0.1406373557519727,0.06919442841451262,1.0,0.9579448102934469,1.0,0.9923371647509579,0.6190044821463252,2.288610897150832,False,0.2618741999613121,0.2541167000308633,0.12826060003135353,calibration
similarity/d_az=40,A_highlands_moderate,1003,similarity,similarity,1.0,40.0,0.0,45.0,0.0,1.0,1446,1212,10,2,0.2,2.4116620165382783e-13,inf,inf,False,inf,0.6629867716767831,0.031746031746031744,0.16730017881017414,0.0,0.0,1078.8025391696294,1719.3255881013495,True,0.26114750001579523,0.18339409993495792,0.06064189993776381,calibration
affine/d_az=40,A_highlands_moderate,1003,affine,affine,1.0,40.0,0.0,45.0,0.0,1.0,1446,1182,11,3,0.2727272727272727,2.320622857404618e-13,inf,inf,False,inf,0.4795981413330737,0.047619047619047616,0.26516450977807016,0.0,0.0,665.8628147849337,1451.2739085946175,True,0.2586800999706611,0.2701761000789702,0.14568930002860725,calibration
projective/d_az=40,A_highlands_moderate,1003,projective,projective,1.0,40.0,0.0,45.0,0.0,1.0,1446,1166,10,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.26235580001957715,1.84469769988209,1.7013803999871016,calibration
similarity/d_az=60,A_highlands_moderate,1003,similarity,similarity,1.0,60.0,0.0,45.0,0.0,1.0,1446,1419,7,3,0.42857142857142855,2.3722623203163407e-13,inf,inf,False,inf,0.9274727792735499,0.015625,-0.0,0.0,0.0,1317.0281747389326,1800.4983933509598,True,0.2513785999035463,0.17349890002515167,0.03757889999542385,calibration
affine/d_az=60,A_highlands_moderate,1003,affine,affine,1.0,60.0,0.0,45.0,0.0,1.0,1446,1414,8,4,0.5,2.5421149729252077e-13,inf,inf,False,inf,0.7111640168748483,0.03125,0.1352130207431888,0.0,0.0,1573.4319698830618,3073.9676499734696,True,0.25829050003085285,0.16932109999470413,0.040530099999159575,calibration
projective/d_az=60,A_highlands_moderate,1003,projective,projective,1.0,60.0,0.0,45.0,0.0,1.0,1446,1400,8,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.2478889999911189,0.26378549996297807,0.1307663000188768,calibration
similarity/d_az=0,A_highlands_moderate,1004,similarity,similarity,1.0,0.0,0.0,45.0,0.0,1.0,1448,1120,818,817,0.9987775061124694,0.34716914617777644,0.1917628526436509,0.519436486071999,True,0.028498728021091727,0.04694728223260403,0.9830508474576272,0.9551989062144076,1.0,0.9987775061124694,0.06650424998219814,0.08566968305960279,False,1.3122327000601217,0.15390089992433786,0.040069399983622134,calibration
affine/d_az=0,A_highlands_moderate,1004,affine,affine,1.0,0.0,0.0,45.0,0.0,1.0,1448,1130,806,804,0.9975186104218362,0.4246708001561561,0.23193008197190385,0.667427266591015,True,0.06824426363113265,0.062635486827113,0.9827586206896551,0.9602985348444012,1.0,0.9975186104218362,0.07369533734765753,0.10511874941462998,False,0.27983389992732555,0.18015519995242357,0.05918390001170337,calibration
projective/d_az=0,A_highlands_moderate,1004,projective,projective,1.0,0.0,0.0,45.0,0.0,1.0,1448,1103,814,812,0.9975429975429976,0.3532974165348109,0.18854720086887938,0.532169816228894,True,0.09632604171755893,0.05600472179064211,0.9830508474576272,0.95737948004711,1.0,0.9975429975429976,0.07296891502531963,0.08743750548959472,False,0.2838939999928698,0.17184070008806884,0.051858099992387,calibration
similarity/d_az=20,A_highlands_moderate,1004,similarity,similarity,1.0,20.0,0.0,45.0,0.0,1.0,1448,1222,170,165,0.9705882352941176,1.0997346115849878,0.7335478797813811,1.860450295128483,True,0.3187014158859969,0.09554133504085491,0.7258064516129032,0.8692477904213635,1.0,0.9705882352941176,0.10203806405517751,0.1498280922377077,False,0.2943304000655189,0.16637929994612932,0.03925949998665601,calibration
affine/d_az=20,A_highlands_moderate,1004,affine,affine,1.0,20.0,0.0,45.0,0.0,1.0,1448,1217,243,237,0.9753086419753086,1.0521087648514602,0.7257034354128279,1.7685957436684068,True,0.20838419848397843,0.085660855226034,0.8095238095238095,0.8918895113257015,1.0,0.9753086419753086,0.060150210679790754,0.11085814148046008,False,0.2836636999854818,0.17227780004031956,0.04817570000886917,calibration
projective/d_az=20,A_highlands_moderate,1004,projective,projective,1.0,20.0,0.0,45.0,0.0,1.0,1448,1210,175,168,0.96,1.0241194475095392,0.7142156378991962,1.7523071340590166,True,0.6721202415517968,0.14617009109087226,0.6984126984126984,0.8617454614699103,1.0,0.96,0.06395963901383919,0.21355147826577914,False,0.27944259997457266,0.17200399993453175,0.04713700001593679,calibration
similarity/d_az=40,A_highlands_moderate,1004,similarity,similarity,1.0,40.0,0.0,45.0,0.0,1.0,1448,1646,1,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.2703227000311017,0.11733380006626248,4.6200002543628216e-05,calibration
affine/d_az=40,A_highlands_moderate,1004,affine,affine,1.0,40.0,0.0,45.0,0.0,1.0,1448,1668,7,3,0.42857142857142855,2.7062880495209545e-13,inf,inf,False,inf,0.5490593775602103,0.046875,0.26416041678685936,0.0,0.14285714285714285,573.3044831653392,1334.0080713371983,True,0.2720519999274984,0.15823729999829084,0.04370150004979223,calibration
projective/d_az=40,A_highlands_moderate,1004,projective,projective,1.0,40.0,0.0,45.0,0.0,1.0,1448,1632,3,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.2734650999773294,0.1374785000225529,3.130000550299883e-05,calibration
similarity/d_az=60,A_highlands_moderate,1004,similarity,similarity,1.0,60.0,0.0,45.0,0.0,1.0,1448,1554,5,2,0.4,8.987733679556355e-14,inf,inf,False,inf,0.6363258735934867,0.03125,0.16666666666666669,0.0,0.0,241.62471995547082,404.34092315220283,True,0.2712164999684319,0.17441510001663119,0.03578420006670058,calibration
affine/d_az=60,A_highlands_moderate,1004,affine,affine,1.0,60.0,0.0,45.0,0.0,1.0,1448,1506,1,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.27618730009999126,0.1323896001558751,4.090007860213518e-05,calibration
projective/d_az=60,A_highlands_moderate,1004,projective,projective,1.0,60.0,0.0,45.0,0.0,1.0,1448,1556,5,0,0.0,nan,inf,inf,False,inf,1.0,0.0,0.0,0.0,0.0,inf,inf,True,0.2722526000579819,1.8266258999938145,1.7158421999774873,calibration
similarity/d_az=0,B_highlands_challenging,1001,similarity,similarity,1.0,0.0,0.0,45.0,0.0,1.0,6426,6139,4122,4119,0.9992721979621543,0.24966862624057978,0.13156378462451127,0.37437435294143495,True,0.010981295151185854,0.03871372069614195,1.0,0.9890890399568827,1.0,0.9992721979621543,0.03993889909420626,0.0413466263449897,False,1.4712495000567287,0.6963211999973282,0.06169689993839711,calibration
affine/d_az=0,B_highlands_challenging,1001,affine,affine,1.0,0.0,0.0,45.0,0.0,1.0,6426,6119,4143,4142,0.9997586290127927,1.2182665146428526,0.12827345340195284,0.3582913116742551,True,0.012918602602951544,0.028822843256743044,1.0,0.9868740939451953,0.9995171414775471,0.999275887038378,1.1206479439171801,2.005248948173418,False,0.3006016999715939,0.7049976999405771,0.0750644999789074,calibration
projective/d_az=0,B_highlands_challenging,1001,projective,projective,1.0,0.0,0.0,45.0,0.0,1.0,6426,6154,4150,4148,0.9995180722891567,0.24855806594975668,0.13291613877432343,0.3743213837708417,True,0.017385283018032223,0.03215908602924081,1.0,0.9891688102470416,1.0,0.9995180722891567,0.04292983592496877,0.047987030270301254,False,0.30923570005688816,0.7318964001024142,0.07113259995821863,calibration
similarity/d_az=20,B_highlands_challenging,1001,similarity,similarity,1.0,20.0,0.0,45.0,0.0,1.0,6426,6139,185,172,0.9297297297297298,0.5823304484832182,0.4038194154396325,0.942998198004111,True,0.14540251640872182,0.0841633469332933,0.8135593220338984,0.890242511087209,1.0,0.9297297297297298,0.10084804823095306,0.14328444052069117,False,0.3112710000714287,0.7947632001014426,0.039399600005708635,calibration
affine/d_az=20,B_highlands_challenging,1001,affine,affine,1.0,20.0,0.0,45.0,0.0,1.0,6426,6084,313,301,0.9616613418530351,0.5815465542882239,0.3695761708800188,0.9314155680257966,True,0.3064893050204329,0.07994834079692059,0.9,0.9358568802631082,1.0,0.9616613418530351,0.06345351288733464,0.1233657193672654,False,0.3058822000166401,0.6973267999710515,0.04833290004171431,calibration
projective/d_az=20,B_highlands_challenging,1001,projective,projective,1.0,20.0,0.0,45.0,0.0,1.0,6426,6051,181,170,0.9392265193370166,0.5705267376506565,0.40635839058535084,0.8552400141568188,True,0.2434232915737473,0.09849466483894502,0.8166666666666667,0.8884456094834791,1.0,0.9392265193370166,0.1654471226514122,0.33336771278979804,False,0.3136020000092685,0.6903068999527022,0.043894800008274615,calibration
similarity/d_az=40,B_highlands_challenging,1001,similarity,similarity,1.0,40.0,0.0,45.0,0.0,1.0,6426,6405,35,16,0.45714285714285713,0.6230853763204097,0.5122328575546722,1.1565050039232834,True,0.9031399818320902,0.37653404399167184,0.1935483870967742,0.5798968242097539,1.0,0.45714285714285713,0.43001386753268045,0.6492209145067558,False,0.30361429997719824,0.7682657999685034,0.03531379997730255,calibration
affine/d_az=40,B_highlands_challenging,1001,affine,affine,1.0,40.0,0.0,45.0,0.0,1.0,6426,6393,68,47,0.6911764705882353,0.6202812671636309,0.3163586781036289,1.1423454446658692,True,0.5168389096602051,0.15601110209114752,0.4426229508196721,0.7531848840345368,1.0,0.6911764705882353,0.19083275800213712,0.39013626989000144,False,0.29418189998250455,0.7872927999123931,0.04569079994689673,calibration
projective/d_az=40,B_highlands_challenging,1001,projective,projective,1.0,40.0,0.0,45.0,0.0,1.0,6426,6469,29,10,0.3448275862068966,0.5496776834598239,1.0223441089481302,3.1273526699142082,True,8.859676372722571,0.4578744151344583,0.11290322580645161,0.4235547441537914,1.0,0.4827586206896552,1.8018855928334412,7.467189861423808,False,0.29639479995239526,1.9567155999829993,1.2371524999616668,calibration
similarity/d_az=60,B_highlands_challenging,1001,similarity,similarity,1.0,60.0,0.0,45.0,0.0,1.0,6426,5928,16,3,0.1875,1.1492452732755096,inf,inf,False,inf,0.629939250405457,0.05,0.26832433664837085,0.0,0.0,142.8914677947546,224.4346810873227,True,0.3164420999819413,0.7251177000580356,0.07567950000520796,calibration
affine/d_az=60,B_highlands_challenging,1001,affine,affine,1.0,60.0,0.0,45.0,0.0,1.0,6426,5841,24,4,0.16666666666666666,1.0052552388382667,inf,inf,False,inf,0.47537277496046315,0.06666666666666667,0.33858761519756286,0.0,0.0,266.0364184462295,432.96956354196885,True,0.3142287000082433,1.2969317000824958,0.6641359000932425,calibration
