arm,arm_wall_s,coverage_max_uncovered_disc_ratio,coverage_occupancy,decimation,delta_incidence_deg,edge,exploratory,fit_rmse_is_not_accuracy,fit_rmse_px,gsd_m,inlier_ratio,label,n_inliers,n_inliers_failure_flag,n_keypoints_dst,n_keypoints_src,n_putative,pass,recorded_n_inliers,reproduces_recorded,shape,target,tier,wall_s
photometric_ls_pixel,16.285169999988284,0.46194341417337653,0.046875,32,39.81,nac.m1271742202lc -> nac.m1335207975rc,True,True,4.9906881603821014e-14,29.52,0.75,A -> B,3,True,1296,1106,4,False,,,"[384, 158]",RD03-target,tier2,0.21355749998474494
none,14.940069500007667,0.0804883021239482,0.96875,32,0.960000000000008,nac.m1335207975rc -> nac.m1452560468lc,False,True,0.16190518206682994,28.32,0.9982363315696648,B -> C,566,False,911,945,567,True,,,"[384, 158]",RD03-target,tier2,0.3563912999816239
photometric_ls,14.595477199996822,0.0804883021239482,0.96875,32,0.960000000000008,nac.m1335207975rc -> nac.m1452560468lc,False,True,0.16190518206682994,28.32,0.9982363315696648,B -> C,566,False,911,945,567,True,,,"[384, 158]",RD03-target,tier2,0.21075570007087663
photometric_hapke,14.082420199993066,0.0804883021239482,0.96875,32,0.960000000000008,nac.m1335207975rc -> nac.m1452560468lc,False,True,0.16190518206682994,28.32,0.9982363315696648,B -> C,566,False,911,945,567,True,,,"[384, 158]",RD03-target,tier2,0.25562130013713613
dem_render_b1,0.720927299989853,,,32,0.960000000000008,nac.m1335207975rc -> nac.m1452560468lc,False,,,28.32,,B -> C,3,True,,,,False,,,"[384, 158]",RD03-target,tier2,
dem_render_lg,6.81660630000988,,,32,0.960000000000008,nac.m1335207975rc -> nac.m1452560468lc,False,,,28.32,,B -> C,0,True,,,,False,,,"[384, 158]",RD03-target,tier2,
learned_lg,16.827138199994806,0.21478253947792517,0.84375,32,0.960000000000008,nac.m1335207975rc -> nac.m1452560468lc,False,True,1.057887467632137,28.32,1.0,B -> C,724,False,853,882,724,True,,,"[384, 158]",RD03-target,tier2,2.1479465999873355
photometric_ls_pixel,16.930990399967413,0.2963744891819096,0.125,32,0.960000000000008,nac.m1335207975rc -> nac.m1452560468lc,True,True,0.3940449644423109,28.32,0.631578947368421,B -> C,12,False,1205,1296,19,True,,,"[384, 158]",RD03-target,tier2,0.2982354999985546
none,16.060012700036168,0.4332219332804318,0.046875,32,38.849999999999994,nac.m1452560468lc -> nac.m1271742202lc,False,True,1.4234519768589582e-13,28.56,0.6,C -> A,3,True,1002,911,5,False,,,"[384, 158]",RD03-target,tier2,0.24776240001665428
photometric_ls,13.610075899981894,0.4332219332804318,0.046875,32,38.849999999999994,nac.m1452560468lc -> nac.m1271742202lc,False,True,1.4234519768589582e-13,28.56,0.6,C -> A,3,True,1002,911,5,False,,,"[384, 158]",RD03-target,tier2,0.19184479996329173
photometric_hapke,14.060543700004928,0.4332219332804318,0.046875,32,38.849999999999994,nac.m1452560468lc -> nac.m1271742202lc,False,True,1.4234519768589582e-13,28.56,0.6,C -> A,3,True,1002,911,5,False,,,"[384, 158]",RD03-target,tier2,0.22421940002823249
dem_render_b1,0.29307640000479296,,,32,38.849999999999994,nac.m1452560468lc -> nac.m1271742202lc,False,,,28.56,,C -> A,0,True,,,,False,,,"[384, 158]",RD03-target,tier2,
dem_render_lg,5.29625539999688,,,32,38.849999999999994,nac.m1452560468lc -> nac.m1271742202lc,False,,,28.56,,C -> A,3,True,,,,False,,,"[384, 158]",RD03-target,tier2,
learned_lg,17.90075719996821,0.2208534447438256,0.765625,32,38.849999999999994,nac.m1452560468lc -> nac.m1271742202lc,False,True,1.3845524043557786,28.56,0.981404958677686,C -> A,475,False,936,853,484,True,,,"[384, 158]",RD03-target,tier2,3.1487783000338823
photometric_ls_pixel,0.29721849999623373,,,32,38.849999999999994,nac.m1452560468lc -> nac.m1271742202lc,True,True,nan,28.56,0.0,C -> A,0,True,1106,1205,1,False,,,"[384, 158]",RD03-target,tier2,0.2240170000004582
none,32.412560800032225,0.2832877971376741,0.125,4,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.8910735223556897,3.69,0.12987012987012986,A -> B,10,False,12128,16291,77,True,,,"[3072, 1266]",RD04-target,tier2,13.233751800027676
photometric_ls,28.61348179995548,0.2832877971376741,0.125,4,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.8910735223556897,3.69,0.12987012987012986,A -> B,10,False,12128,16291,77,True,,,"[3072, 1266]",RD04-target,tier2,12.499626900011208
photometric_hapke,28.280085499980487,0.2832877971376741,0.125,4,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.8910735223556897,3.69,0.12987012987012986,A -> B,10,False,12128,16291,77,True,,,"[3072, 1266]",RD04-target,tier2,11.17406180006219
dem_render_b1,53.260025800031144,,,4,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,,,3.69,,A -> B,0,True,,,,False,,,"[3072, 1266]",RD04-target,tier2,
photometric_ls_pixel,37.78696719999425,0.45376098960043376,0.046875,4,39.81,nac.m1271742202lc -> nac.m1335207975rc,True,True,1.1999260426380685,3.69,0.06451612903225806,A -> B,4,True,12918,16378,62,False,,,"[3072, 1266]",RD04-target,tier2,19.385867499979213
none,30.90674940001918,0.6055871360598074,0.046875,4,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,3.770565843246231e-13,3.97,0.1111111111111111,B -> D,3,True,19215,12128,27,False,,,"[3072, 1266]",RD04-target,tier2,13.718048000067938
photometric_ls,36.33285900001647,0.6055871360598074,0.046875,4,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,3.770565843246231e-13,3.97,0.1111111111111111,B -> D,3,True,19214,12128,27,False,,,"[3072, 1266]",RD04-target,tier2,17.510846900055185
photometric_hapke,40.465991899953224,0.6055871360598074,0.046875,4,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,3.770565843246231e-13,3.97,0.1111111111111111,B -> D,3,True,19211,12128,27,False,,,"[3072, 1266]",RD04-target,tier2,19.758381499967072
dem_render_b1,12.80128480005078,,,4,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,,,3.97,,B -> D,0,True,,,,False,,,"[3072, 1266]",RD04-target,tier2,
photometric_ls_pixel,32.75590009998996,0.3117771105993183,0.046875,4,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,True,True,3.310610686312665e-12,3.97,0.12903225806451613,B -> D,4,True,18941,12918,31,False,,,"[3072, 1266]",RD04-target,tier2,14.456415700085927
none,31.11760030000005,0.09272862263694849,1.0,4,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,1.0324363471809808,4.0,0.9567357512953368,D -> A,3693,False,16291,19215,3860,True,,,"[3072, 1266]",RD04-target,tier2,14.829465799964964
photometric_ls,33.19250699999975,0.09272862263694849,1.0,4,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,1.032430499550578,4.0,0.9567357512953368,D -> A,3693,False,16291,19214,3860,True,,,"[3072, 1266]",RD04-target,tier2,14.19074999995064
photometric_hapke,29.152054200007115,0.09272862263694849,1.0,4,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.8480429294844877,4.0,0.9551581130119233,D -> A,3685,False,16291,19211,3858,True,,,"[3072, 1266]",RD04-target,tier2,12.516061300062574
dem_render_b1,4.335900399950333,,,4,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,,,4.0,,D -> A,0,True,,,,False,,,"[3072, 1266]",RD04-target,tier2,
photometric_ls_pixel,32.62741429999005,0.08656145172707785,0.984375,4,11.73,nac.m1299958135lc -> nac.m1271742202lc,True,True,0.9587890034584557,4.0,0.9381229235880398,D -> A,2259,False,16378,18941,2408,True,,,"[3072, 1266]",RD04-target,tier2,14.111595299909823
none,21.213805499952286,0.33042004320208024,0.109375,8,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.7430708253005612,7.38,0.20930232558139536,A -> B,9,False,3441,5637,43,True,,,"[1536, 633]",RD04-target,tier2,3.8709726000088267
photometric_ls,16.00050199998077,0.33042004320208024,0.109375,8,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.7430708253005612,7.38,0.20930232558139536,A -> B,9,False,3441,5637,43,True,,,"[1536, 633]",RD04-target,tier2,1.8207782999961637
photometric_hapke,15.904195600014646,0.33042004320208024,0.109375,8,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.7430708253005612,7.38,0.20930232558139536,A -> B,9,False,3441,5637,43,True,,,"[1536, 633]",RD04-target,tier2,1.9310082999872975
dem_render_b1,9.167068899958394,,,8,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,,,7.38,,A -> B,0,True,,,,False,,,"[1536, 633]",RD04-target,tier2,
dem_render_lg,88.91610309999669,,,8,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,,,7.38,,A -> B,3,True,,,,False,,,"[1536, 633]",RD04-target,tier2,
learned_lg,83.46638220001478,0.13629714801008927,0.765625,8,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,1.3888053241162375,7.38,0.7595687331536388,A -> B,1409,False,4096,4096,1855,True,,,"[1536, 633]",RD04-target,tier2,69.15310239995597
photometric_ls_pixel,30.323803000035696,0.33491275226513784,0.0625,8,39.81,nac.m1271742202lc -> nac.m1335207975rc,True,True,0.4692524613250997,7.38,0.09523809523809523,A -> B,4,True,4457,5782,42,False,,,"[1536, 633]",RD04-target,tier2,13.387690499948803
none,19.632187499955762,0.33036356625128016,0.046875,8,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,4.304114210299511e-13,7.94,0.15,B -> D,3,True,6420,3441,20,False,,,"[1536, 633]",RD04-target,tier2,3.553286000038497
photometric_ls,16.74878899997566,0.33036356625128016,0.046875,8,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,4.304114210299511e-13,7.94,0.15,B -> D,3,True,6420,3441,20,False,,,"[1536, 633]",RD04-target,tier2,2.7668758000363596
photometric_hapke,15.010321200010367,0.33036356625128016,0.046875,8,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,4.304114210299511e-13,7.94,0.15,B -> D,3,True,6420,3441,20,False,,,"[1536, 633]",RD04-target,tier2,3.1714954000199214
dem_render_b1,2.7388766999938525,,,8,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,,,7.94,,B -> D,0,True,,,,False,,,"[1536, 633]",RD04-target,tier2,
dem_render_lg,60.20973740000045,,,8,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,,,7.94,,B -> D,3,True,,,,False,,,"[1536, 633]",RD04-target,tier2,
learned_lg,31.539675600011833,,,8,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,nan,7.94,0.0,B -> D,0,True,4096,4096,1,False,,,"[1536, 633]",RD04-target,tier2,31.52066979999654
photometric_ls_pixel,18.1221372000291,0.32462608408429644,0.046875,8,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,True,True,1.8852829216231156e-13,7.94,0.1875,B -> D,3,True,6344,4457,16,False,,,"[1536, 633]",RD04-target,tier2,2.8968849000521004
none,17.885260699957144,0.09272862263694849,0.984375,8,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.9326797086746001,8.0,0.9714119019836639,D -> A,1665,False,5637,6420,1714,True,,,"[1536, 633]",RD04-target,tier2,3.0705489999381825
photometric_ls,16.191502100031357,0.09272862263694849,0.984375,8,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.9326797086746001,8.0,0.9714119019836639,D -> A,1665,False,5637,6420,1714,True,,,"[1536, 633]",RD04-target,tier2,1.9760993000818416
photometric_hapke,18.861970699974336,0.09272862263694849,0.984375,8,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.9326797086746001,8.0,0.9714119019836639,D -> A,1665,False,5637,6420,1714,True,,,"[1536, 633]",RD04-target,tier2,2.068972599983681
dem_render_b1,1.3580662999884225,,,8,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,,,8.0,,D -> A,0,True,,,,False,,,"[1536, 633]",RD04-target,tier2,
dem_render_lg,57.60851330001606,,,8,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,,,8.0,,D -> A,3,True,,,,False,,,"[1536, 633]",RD04-target,tier2,
learned_lg,36.465104300004896,0.11986740186572836,0.859375,8,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,1.0175794445455113,8.0,0.9943587814968033,D -> A,2644,False,4096,4096,2659,True,,,"[1536, 633]",RD04-target,tier2,25.037985100003425
photometric_ls_pixel,9.850588899978902,0.10652986624359854,0.953125,8,11.73,nac.m1299958135lc -> nac.m1271742202lc,True,True,1.026163395410319,8.0,0.9400630914826499,D -> A,894,False,5782,6344,951,True,,,"[1536, 633]",RD04-target,tier2,1.080685099994298
none,8.843679399986286,0.5040909661189373,0.109375,16,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.8219943207561718,14.76,0.5,A -> B,10,False,1525,2160,20,True,,,"[768, 316]",RD04-target,tier2,0.26051459996961057
photometric_ls,10.45596489997115,0.5040909661189373,0.109375,16,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.8219943207561718,14.76,0.5,A -> B,10,False,1525,2160,20,True,,,"[768, 316]",RD04-target,tier2,0.33658120001200587
photometric_hapke,10.79552089999197,0.5040909661189373,0.109375,16,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.8219943207561718,14.76,0.5,A -> B,10,False,1525,2160,20,True,,,"[768, 316]",RD04-target,tier2,0.43237420002697036
dem_render_b1,4.2812065000180155,,,16,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,,,14.76,,A -> B,0,True,,,,False,,,"[768, 316]",RD04-target,tier2,
dem_render_lg,19.96936019998975,,,16,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,,,14.76,,A -> B,3,True,,,,False,,,"[768, 316]",RD04-target,tier2,
learned_lg,20.93104160000803,0.20361681523619782,0.765625,16,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,1.397944761205304,14.76,0.9297820823244553,A -> B,1536,False,3291,3708,1652,True,,,"[768, 316]",RD04-target,tier2,14.78158379998058
photometric_ls_pixel,8.960109199979343,0.3262169047905351,0.0625,16,39.81,nac.m1271742202lc -> nac.m1335207975rc,True,True,0.2546783460535558,14.76,0.3076923076923077,A -> B,4,True,2213,2308,13,False,,,"[768, 316]",RD04-target,tier2,0.4001297999639064
none,11.849140900012571,0.44500996705765133,0.046875,16,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,6.563712636189231e-14,15.88,0.25,B -> D,3,True,2344,1525,12,False,,,"[768, 316]",RD04-target,tier2,0.575893500004895
photometric_ls,8.5571057999623,0.44500996705765133,0.046875,16,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,6.563712636189231e-14,15.88,0.25,B -> D,3,True,2344,1525,12,False,,,"[768, 316]",RD04-target,tier2,0.4996304999804124
photometric_hapke,11.157803300011437,0.44500996705765133,0.046875,16,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,6.563712636189231e-14,15.88,0.25,B -> D,3,True,2344,1525,12,False,,,"[768, 316]",RD04-target,tier2,0.5780740000191145
dem_render_b1,1.012921599962283,,,16,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,,,15.88,,B -> D,0,True,,,,False,,,"[768, 316]",RD04-target,tier2,
dem_render_lg,10.420730100013316,,,16,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,,,15.88,,B -> D,3,True,,,,False,,,"[768, 316]",RD04-target,tier2,
learned_lg,17.36383459996432,0.6069260573310341,0.0625,16,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,0.6927728490135691,15.88,0.7142857142857143,B -> D,5,True,3684,3291,7,False,,,"[768, 316]",RD04-target,tier2,9.120871199993417
photometric_ls_pixel,8.635117099969648,0.352689058485529,0.046875,16,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,True,True,5.412576099041909e-13,15.88,0.2727272727272727,B -> D,3,True,2301,2213,11,False,,,"[768, 316]",RD04-target,tier2,0.41558819997590035
none,7.72730979998596,0.09900326833343905,0.9375,16,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.8066909790233372,16.0,0.984375,D -> A,693,False,2160,2344,704,True,,,"[768, 316]",RD04-target,tier2,0.4144128000480123
photometric_ls,6.393430099997204,0.09900326833343905,0.9375,16,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.8066909790233372,16.0,0.984375,D -> A,693,False,2160,2344,704,True,,,"[768, 316]",RD04-target,tier2,0.2854372999863699
photometric_hapke,5.7406076999614015,0.09900326833343905,0.9375,16,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.8066909790233372,16.0,0.984375,D -> A,693,False,2160,2344,704,True,,,"[768, 316]",RD04-target,tier2,0.21850609994726256
dem_render_b1,0.21465849998639897,,,16,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,,,16.0,,D -> A,0,True,,,,False,,,"[768, 316]",RD04-target,tier2,
dem_render_lg,8.285347400000319,,,16,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,,,16.0,,D -> A,3,True,,,,False,,,"[768, 316]",RD04-target,tier2,
learned_lg,11.85032740002498,0.12369842017273497,0.921875,16,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.912344760841417,16.0,0.9933701657458563,D -> A,2697,False,3708,3684,2715,True,,,"[768, 316]",RD04-target,tier2,5.977335100003984
photometric_ls_pixel,5.912106099945959,0.14262299152858332,0.84375,16,11.73,nac.m1299958135lc -> nac.m1271742202lc,True,True,1.2108322705917276,16.0,0.9625668449197861,D -> A,360,False,2308,2301,374,True,,,"[768, 316]",RD04-target,tier2,0.23479710007086396
none,6.554367400007322,0.3677729336839417,0.078125,32,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.5606028970714604,29.52,0.8,A -> B,8,True,563,803,10,False,,,"[384, 158]",RD04-target,tier2,0.07580240000970662
photometric_ls,5.5982566000311635,0.3677729336839417,0.078125,32,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.5606028970714604,29.52,0.8,A -> B,8,True,563,803,10,False,,,"[384, 158]",RD04-target,tier2,0.0785842000041157
photometric_hapke,5.4569619000540115,0.3677729336839417,0.078125,32,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,0.5606028970714604,29.52,0.8,A -> B,8,True,563,803,10,False,,,"[384, 158]",RD04-target,tier2,0.07022970006801188
dem_render_b1,0.24798170005669817,,,32,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,,,29.52,,A -> B,0,True,,,,False,,,"[384, 158]",RD04-target,tier2,
dem_render_lg,2.5426702999975532,,,32,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,,,29.52,,A -> B,3,True,,,,False,,,"[384, 158]",RD04-target,tier2,
learned_lg,9.114053700002842,0.20839586503067614,0.703125,32,39.81,nac.m1271742202lc -> nac.m1335207975rc,False,True,1.5350373786535778,29.52,0.9696312364425163,A -> B,447,False,843,840,461,True,,,"[384, 158]",RD04-target,tier2,1.5157548999995925
photometric_ls_pixel,5.915086499997415,0.6172424842975092,0.03125,32,39.81,nac.m1271742202lc -> nac.m1335207975rc,True,True,6.447824613426124e-13,29.52,1.0,A -> B,3,True,1034,850,3,False,,,"[384, 158]",RD04-target,tier2,0.11318569997092709
none,8.442314899992198,0.37803790172999163,0.046875,32,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,5.4423430114885503e-14,31.76,1.0,B -> D,3,True,703,563,3,False,,,"[384, 158]",RD04-target,tier2,0.07822139997733757
photometric_ls,8.369989299972076,0.37803790172999163,0.046875,32,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,5.4423430114885503e-14,31.76,1.0,B -> D,3,True,703,563,3,False,,,"[384, 158]",RD04-target,tier2,0.12396419997094199
photometric_hapke,8.445338399964385,0.37803790172999163,0.046875,32,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,5.4423430114885503e-14,31.76,1.0,B -> D,3,True,703,563,3,False,,,"[384, 158]",RD04-target,tier2,0.15761270001530647
dem_render_b1,0.24805960000958294,,,32,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,,,31.76,,B -> D,0,True,,,,False,,,"[384, 158]",RD04-target,tier2,
dem_render_lg,3.586461600032635,,,32,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,,,31.76,,B -> D,3,True,,,,False,,,"[384, 158]",RD04-target,tier2,
learned_lg,9.652454699971713,0.31790149699392034,0.296875,32,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,False,True,1.3153374841622019,31.76,0.7254901960784313,B -> D,37,False,837,843,51,True,,,"[384, 158]",RD04-target,tier2,2.154935700003989
photometric_ls_pixel,0.0733104000100866,,,32,51.540000000000006,nac.m1335207975rc -> nac.m1299958135lc,True,True,nan,31.76,0.0,B -> D,0,True,746,1034,2,False,,,"[384, 158]",RD04-target,tier2,0.05162199994083494
none,9.267771600047126,0.14475719544380938,0.828125,32,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.5641135607401245,32.0,0.9918367346938776,D -> A,243,False,803,703,245,True,,,"[384, 158]",RD04-target,tier2,0.09825189999537542
photometric_ls,8.824045600020327,0.14475719544380938,0.828125,32,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.5641135607401245,32.0,0.9918367346938776,D -> A,243,False,803,703,245,True,,,"[384, 158]",RD04-target,tier2,0.13864559994544834
photometric_hapke,6.129132100031711,0.14475719544380938,0.828125,32,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,0.5641135607401245,32.0,0.9918367346938776,D -> A,243,False,803,703,245,True,,,"[384, 158]",RD04-target,tier2,0.09337820007931441
dem_render_b1,0.09559929999522865,,,32,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,,,32.0,,D -> A,0,True,,,,False,,,"[384, 158]",RD04-target,tier2,
dem_render_lg,3.160692500008736,,,32,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,,,32.0,,D -> A,3,True,,,,False,,,"[384, 158]",RD04-target,tier2,
learned_lg,9.136383300006855,0.15742460998750524,0.796875,32,11.73,nac.m1299958135lc -> nac.m1271742202lc,False,True,1.0404447521679585,32.0,0.9936406995230525,D -> A,625,False,840,837,629,True,,,"[384, 158]",RD04-target,tier2,1.6240316000184976
photometric_ls_pixel,8.220402400009334,0.14475719544380938,0.640625,32,11.73,nac.m1299958135lc -> nac.m1271742202lc,True,True,0.7331105634870579,32.0,0.9937888198757764,D -> A,160,False,850,746,161,True,,,"[384, 158]",RD04-target,tier2,0.12903949996689335
